ego	alter	pair	tie	village_code_ego	village_code_alter	T2	T1
9zKC-dd8e324c-947f-4846-bbb3-b919877f3cad	79d742ce-a982-492e-acf0-f55e0869ff5e	---------001222233344444455566777778888899999999aaabbbbccccCddddeeeeeffffffKz	none	162	162	0	0.010869565217391304
h4Ru-423d4e10-3163-44dc-abd5-07058dc5e9ad	79d742ce-a982-492e-acf0-f55e0869ff5e	---------0000011222233344444445555556677788899999aaaabccccddddddeeeeeeffffhRu	none	162	162	0	0.03409090909090909
cPP0-10371a51-437c-4c72-a6a9-5acb1190c962	79d742ce-a982-492e-acf0-f55e0869ff5e	---------0000011111222223344445555566677777889999999aaaaaabcccccccdeeeeffffPP	none	162	162	0	0.02702702702702703
DnZh-1cc7bbe4-cda9-444e-b3c6-b3649e347ff5	79d742ce-a982-492e-acf0-f55e0869ff5e	---------001222333444444445555666777788999999aaabbbbccccccddDeeeeeeeffffffhnZ	none	162	162	0.045454545454545456	0.046511627906976744
79d742ce-a982-492e-acf0-f55e0869ff5e	2F9O-71ff8bde-f531-4a9d-9c20-b63b746b8a0b	---------000011222223344445555666777788889999999aaaabbbbbcccdddeeeeefffffffFO	none	162	162	0.05555555555555555	0
nZno-9f2f1444-75a2-4e2c-93db-9fe239fb4268	79d742ce-a982-492e-acf0-f55e0869ff5e	---------0012222222233444444455556677788899999999aaabbcccddeeeeeeffffffffnnoZ	none	162	162	0.13725490196078433	0
79d742ce-a982-492e-acf0-f55e0869ff5e	nZno-07030aec-a77e-4167-a318-c77a18059ca5	---------00000011122233444555556677777777888899999aaaaaaacccccdeeeeeeffffnnoZ	none	162	162	0.2097902097902098	0
79d742ce-a982-492e-acf0-f55e0869ff5e	cPP0-ab10972f-93e0-4ff5-b03d-5a7828a51419	---------000000111222223344445555556777788889999999aaaaabbcccddeeeeefffffffPP	none	162	162	0.0967741935483871	0.05660377358490566
veCt-deffb51a-fff9-4b16-be6f-abdba69a860b	79d742ce-a982-492e-acf0-f55e0869ff5e	---------0001122244455556666677888999999aaaaaabbbbbbccCdddeeeeeeefffffffffftv	none	162	162	0.109375	0.05357142857142857
nZno-0009434b-7350-41fc-82fa-39ee492e40fd	79d742ce-a982-492e-acf0-f55e0869ff5e	---------00000001222223334444444555567778889999999aaabcccddeeeeeeefffffffnnoZ	none	162	162	0.04	0
rdeV-3514c6cc-282b-4836-af61-eb88ee21c8fd	79d742ce-a982-492e-acf0-f55e0869ff5e	---------00111222222334444555566667788888889999aaabbccccccdddeeeeeeeeffffffrV	none	162	162	0.06521739130434782	0.017241379310344827
79d742ce-a982-492e-acf0-f55e0869ff5e	CfVZ-deb7c19a-00cc-4a0f-afca-b8e29b2dd4c2	---------00000122222244445556777888999999aaaaaabbbcccccccCddddeeeeeefffffffVZ	none	162	162	0.03571428571428571	0.06557377049180328
79d742ce-a982-492e-acf0-f55e0869ff5e	CfVZ-b8b4788f-39fe-43bb-a02f-9ce05c8248ca	---------0000222223344444555567778888888999999aaaabbbbcccccCdeeeeeeffffffffVZ	none	162	162	0.07142857142857142	0.013157894736842105
nZno-bbfdab03-5ade-4d23-b4b0-925e08213017	79d742ce-a982-492e-acf0-f55e0869ff5e	---------00000011222222333444455555677788899999aaaabbbbbccddddeeeeeefffffnnoZ	none	162	162	0.09523809523809523	0.02
cPP0-e7a61fe3-ea87-4f76-b992-bbfbde75393c	79d742ce-a982-492e-acf0-f55e0869ff5e	---------0001222233344455556667777778889999999aaaabbbbccccddeeeeeeeefffffffPP	none	162	162	0.140625	0.08823529411764706
DnZh-3ab8753b-9434-4fc1-b606-fc320ba4ea76	79d742ce-a982-492e-acf0-f55e0869ff5e	---------000012222333344444455556666777788899999aaaaabbbbccccdDeeeeeffffffhnZ	none	162	162	0.18421052631578946	0.031746031746031744
79d742ce-a982-492e-acf0-f55e0869ff5e	rdeV-bfa1e398-4195-40f4-905e-107589f70cd5	---------000000111222344444555555567777888899999999aaabcccdddeeeeeeefffffffrV	none	162	162	0.11363636363636363	0.06593406593406594
veCt-734f574a-f488-4dbe-8d68-00f432bff7d4	79d742ce-a982-492e-acf0-f55e0869ff5e	---------000022223344444444555566777778888889999aaabbccCddddeeeeeeffffffffftv	none	162	162	0.06666666666666667	0
79d742ce-a982-492e-acf0-f55e0869ff5e	CfVZ-56235465-cb7b-4f76-b9d8-18a93e63c331	---------001122223333344445555556666677778888999999aaabbbccccCddeeeeeffffffVZ	none	162	162	0.03278688524590164	0.02531645569620253
c89bec04-b7eb-407f-9bd0-7e0299783f09	phxG-26089553-fef7-47d7-93d1-551e36068ab6	---------00000001122333344455556666777777788889999999abbbbbccdddeeeeeffffGhpx	yes	162	162	0.03488372093023256	0.13414634146341464
c89bec04-b7eb-407f-9bd0-7e0299783f09	rdeV-ed1c1b21-1584-4523-8f68-b2aec1975c11	---------000001111111222233444455567777788888999999abbbbbbcccccdddeeeeeefffrV	none	162	162	0	0.08196721311475409
h4Ru-149dba81-3652-4a27-bb08-ff555c8c1184	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------0000001111222334444445555677777888888999999aabbbbbbbccccddeeeffffhRu	none	162	162	0.058823529411764705	0.037037037037037035
c89bec04-b7eb-407f-9bd0-7e0299783f09	rdeV-972b40a3-c82f-465e-b0cd-50fdf8bb78d1	---------00000000122233444455677777788888999999abbbbbbbbccccdddddeeeeefffffrV	none	162	162	0.0684931506849315	0.04878048780487805
c89bec04-b7eb-407f-9bd0-7e0299783f09	cPP0-31567293-9ae3-43c6-943a-00ca35476950	---------00000000012233333334444455566677777788999999999aaabbbbcccccdeeeeffPP	none	162	162	0.07692307692307693	0.045454545454545456
rdeV-2a4b71ef-7802-4d35-a007-fd5f9711165a	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000000001111222334444555677777777888999999aaabbbbbccddddeeeeefffffrV	none	162	162	0.12280701754385964	0.14754098360655737
c89bec04-b7eb-407f-9bd0-7e0299783f09	cb632c5c-0835-408a-9b86-0adea6f4183d	--------0000000012233334444556667777888888999999aaabbbbbbcccccdddeeeefff	none	162	162	0	0.029411764705882353
c89bec04-b7eb-407f-9bd0-7e0299783f09	cPP0-04e98d18-21ed-4610-a9cd-a3572351e2fc	---------000000001111222233344445567777788889999999aabbbbcccccddddeeeeeefffPP	none	162	162	0.01694915254237288	0.0425531914893617
1d9745e7-e508-4fff-9de1-0d3774e87894	c89bec04-b7eb-407f-9bd0-7e0299783f09	--------000000011233444444557777777778888899999999bbbbccddddeeeeeeefffff	none	162	162	0.06818181818181818	0.012987012987012988
nZno-42913756-8d30-45ef-9194-53b0b535a914	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------0000000111223333344444455555677777888999999999abbbbbbccddeeeefffnnoZ	none	162	162	0.07954545454545454	0.0641025641025641
yOhj-a2b430ac-7032-40f3-9c65-7f4d20ac26be	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------0000000002222233334444456677777788999999aaabbbbbbcccccddeeeeffffhjOy	none	162	162	0.125	0.04950495049504951
nZno-b6ff4c1b-4748-4a58-8a44-25782e6248ac	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000001222234444444445566777777888888899999aaabbbbbbccccdeeeeffffnnoZ	none	162	162	0.08823529411764706	0.03225806451612903
i0Ii-f86d67dc-409e-4e78-8dd5-b0572755e09f	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000000000223444455556677777777888889999999bbbbbcccdddddeeeeeeffffiiI	none	162	162	0.03389830508474576	0.02564102564102564
XXn4-8951c13e-3fa8-4b6e-95ce-08051bf1bf0f	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------0000000011112333444455567777888889999999abbbbbbbccccdeeeeeeffffffnXX	none	162	162	0.06896551724137931	0.03669724770642202
2F9O-e43cec23-24ba-4738-b624-91e611ac3fae	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------00000111222223333344444466777778889999999aaabbbbbbcccccdeeeeeeefffFO	none	162	162	0.07777777777777778	0.07216494845360824
c89bec04-b7eb-407f-9bd0-7e0299783f09	9zKC-dd8e324c-947f-4846-bbb3-b919877f3cad	---------0000012233334444446777777788888999999999abbbbbbbbccccCddddeeeeffffKz	none	162	162	0	0.11904761904761904
c89bec04-b7eb-407f-9bd0-7e0299783f09	h4Ru-11b67497-7bed-4f2a-b863-cdaa2df098a5	---------000000112223344444566777777788889999999aaaabbbbbbbcccddddeeeeffffhRu	none	162	162	0.11475409836065574	0.08108108108108109
h4Ru-423d4e10-3163-44dc-abd5-07058dc5e9ad	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------00000000112233334444444555677777888999999aabbbbbccccddddddeeeeeffhRu	none	162	162	0	0.03508771929824561
cPP0-6697997d-4eb0-49f6-b090-3606925f6985	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------00000000002233444455666666777777888999999999999bbbbbbcccddeeeeffffPP	none	162	162	0.13432835820895522	0.08196721311475409
cPP0-10371a51-437c-4c72-a6a9-5acb1190c962	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------00000000111112223334444556677777778899999999aaaabbbbbcccccccdeeeffPP	none	162	162	0	0.030303030303030304
DnZh-1cc7bbe4-cda9-444e-b3c6-b3649e347ff5	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------0000012333344444444566777777889999999abbbbbbbbccccccddDeeeeeeffffhnZ	none	162	162	0.058823529411764705	0
dd8f850b-15e0-49d4-ad0e-ca695930f393	c89bec04-b7eb-407f-9bd0-7e0299783f09	--------0000000001233334444555677778888999999999aabbbbbcccdddddeeeeeffff	none	162	162	0	0.07058823529411765
rdeV-7cdb0bf1-90f8-4c9c-93ea-0b696ae610e3	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------00000000011233344466677777888999999999aabbbbbbbcccccdddeeeeeeeffffrV	none	162	162	0.07920792079207921	0.13095238095238096
c89bec04-b7eb-407f-9bd0-7e0299783f09	2F9O-71ff8bde-f531-4a9d-9c20-b63b746b8a0b	---------0000000112223334444566777777888899999999aabbbbbbbbbcccdddeeeefffffFO	none	162	162	0	0.06666666666666667
27a9326f-97f5-4286-8b14-af8e583924a6	c89bec04-b7eb-407f-9bd0-7e0299783f09	--------00000122222333444445566677777788888899999999aaabbbbbccdeeeefffff	none	162	162	0.06382978723404255	0
nZno-9f2f1444-75a2-4e2c-93db-9fe239fb4268	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------00000122222233344444445677777888999999999abbbbbbcccddeeeeeffffffnnoZ	none	162	162	0	0.02040816326530612
nZno-bcb89c3d-b388-4adf-ad56-562981c36d57	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000001223333444555666777778888889999999aabbbbbbbcccccdddddeeefffnnoZ	none	162	162	0.10204081632653061	0.01639344262295082
XXn4-6490415b-3380-4eea-bda8-57af831f862e	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000000011223333444444556677777888888999999aaabbbbbbccddeeeeeeffffnXX	none	162	162	0.07865168539325842	0.019801980198019802
c89bec04-b7eb-407f-9bd0-7e0299783f09	nZno-07030aec-a77e-4167-a318-c77a18059ca5	---------000000000111233344455677777777778888999999aaaaabbbbcccccdeeeeeffnnoZ	none	162	162	0.11320754716981132	0.05
c89bec04-b7eb-407f-9bd0-7e0299783f09	cPP0-ab10972f-93e0-4ff5-b03d-5a7828a51419	---------0000000001112223334444555777777888899999999aaabbbbbbcccddeeeefffffPP	none	162	162	0.058823529411764705	0.07317073170731707
veCt-deffb51a-fff9-4b16-be6f-abdba69a860b	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------00000011234445666677778889999999aaaabbbbbbbbbbccCdddeeeeeefffffffftv	none	162	162	0.1111111111111111	0.06382978723404255
c89bec04-b7eb-407f-9bd0-7e0299783f09	f850fb21-a10f-4f4e-85b3-879440787952	--------00000000112223344444455577777778888889999999abbbbbbccdeeeeffffff	none	162	162	0.015625	0.023255813953488372
nZno-5b07c6f8-757a-490d-9e3c-86ea44ca38de	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000000023334444455667777777888889999999aaabbbbbcccccdddeeeeeefffnnoZ	none	162	162	0.07547169811320754	0.014925373134328358
nZno-0009434b-7350-41fc-82fa-39ee492e40fd	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000000000012223333444444457777788899999999abbbbbcccddeeeeeefffffnnoZ	none	162	162	0.05263157894736842	0
rdeV-3514c6cc-282b-4836-af61-eb88ee21c8fd	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000001112222333444456667777888888899999abbbbbbccccccdddeeeeeeeffffrV	none	162	162	0.03125	0.022222222222222223
c89bec04-b7eb-407f-9bd0-7e0299783f09	CfVZ-deb7c19a-00cc-4a0f-afca-b8e29b2dd4c2	---------000000001222234444777778889999999aaaabbbbbbbcccccccCddddeeeeefffffVZ	none	162	162	0.021739130434782608	0.06666666666666667
c89bec04-b7eb-407f-9bd0-7e0299783f09	CfVZ-b8b4788f-39fe-43bb-a02f-9ce05c8248ca	---------00000002223334444457777788888889999999aabbbbbbbbcccccCdeeeeeffffffVZ	none	162	162	0.14705882352941177	0.057971014492753624
nZno-bbfdab03-5ade-4d23-b4b0-925e08213017	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000000000112222333344445577777888999999aabbbbbbbbbccddddeeeeefffnnoZ	none	162	162	0.08	0.022727272727272728
c89bec04-b7eb-407f-9bd0-7e0299783f09	cPP0-e7a61fe3-ea87-4f76-b992-bbfbde75393c	---------00000012233334445667777777788899999999aabbbbbbbbccccddeeeeeeefffffPP	none	162	162	0.125	0.14285714285714285
DnZh-3ab8753b-9434-4fc1-b606-fc320ba4ea76	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------0000000122333334444445666777777888999999aaabbbbbbbbccccdDeeeeffffhnZ	none	162	162	0.10256410256410256	0.022222222222222223
c89bec04-b7eb-407f-9bd0-7e0299783f09	veCt-c5286640-aa74-4da6-a4d9-c474b1d7d847	---------00000012234444444445666777777778888999999aaaabbbbbccccCdddddeeeefftv	none	162	162	0.08571428571428572	0.03488372093023256
c89bec04-b7eb-407f-9bd0-7e0299783f09	rdeV-bfa1e398-4195-40f4-905e-107589f70cd5	---------0000000001112334444455557777778888999999999abbbbbcccdddeeeeeefffffrV	none	162	162	0.06451612903225806	0.037037037037037035
c89bec04-b7eb-407f-9bd0-7e0299783f09	49e3b679-3824-4a4f-ab49-a9c2a7ab0400	--------00000000222333444444446777777888999999999aaaaabbbbbbbcccdeeeefff	none	162	162	0.11627906976744186	0.024390243902439025
veCt-734f574a-f488-4dbe-8d68-00f432bff7d4	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------0000000223334444444456777777788888899999abbbbbbccCddddeeeeeffffffftv	none	162	162	0.044444444444444446	0.06557377049180328
phxG-e2baabbb-97dd-4848-a65b-64b93a9634db	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------0000022333444444566677777888899999999aaaabbbbbbbbbbbccddddeeeeffGhpx	none	162	162	0	0.05952380952380952
c89bec04-b7eb-407f-9bd0-7e0299783f09	CfVZ-56235465-cb7b-4f76-b9d8-18a93e63c331	---------0000011223333334444555666677777788889999999abbbbbbbccccCddeeeeffffVZ	none	162	162	0.06976744186046512	0.04918032786885246
c89bec04-b7eb-407f-9bd0-7e0299783f09	cPP0-b7b75524-3622-48e3-9c06-8ef1a05589f7	---------000000001222233344445555667777777888889999999abbbbbbccccdeeeeeffffPP	none	162	162	0.08045977011494253	0.07352941176470588
nZno-b1e42724-5fd4-4aad-8835-80e8a7f430bf	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------0000000122233344444445577777788888899999aaabbbbbbccdddeeeeefffffnnoZ	none	162	162	0.09523809523809523	0.06097560975609756
veCt-872097fd-2e0d-46d0-8c85-70bea7297f98	c89bec04-b7eb-407f-9bd0-7e0299783f09	---------000000000222234445677777777788888899999999abbbbbcccCddddeeeeeefffftv	none	162	162	0.029411764705882353	0.07142857142857142
c89bec04-b7eb-407f-9bd0-7e0299783f09	phxG-d107f921-efca-4486-ba43-2b3b746fc45b	---------000000112223334444444566777777888999999aabbbbbbbbccccddeeeefffffGhpx	none	162	162	0.056338028169014086	0.07462686567164178
c89bec04-b7eb-407f-9bd0-7e0299783f09	79d742ce-a982-492e-acf0-f55e0869ff5e	--------000000022223444455567777778888999999999aabbbbccccddeeeeeeeffffff	none	162	162	0.09259259259259259	0.06666666666666667
phxG-26089553-fef7-47d7-93d1-551e36068ab6	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------000000112333333334445555556666777778888888999999aaaabbbccdddeeeeffGhpPPx	none	162	162	0.08771929824561403	0.08130081300813008
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	rdeV-ed1c1b21-1584-4523-8f68-b2aec1975c11	----------0000111111122233333344445555567778888888899999aaaabbbbcccccdddeeeeefPPrV	none	162	162	0	0.023255813953488372
h4Ru-149dba81-3652-4a27-bb08-ff555c8c1184	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------00000111122333333444444555555677788888888899999aaaaabbbbbccccddeeffhPPRu	none	162	162	0.07894736842105263	0.05660377358490566
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	rdeV-972b40a3-c82f-465e-b0cd-50fdf8bb78d1	----------000000012233333344445555677778888888899999aaaabbbbbbccccdddddeeeefffPPrV	none	162	162	0.03076923076923077	0.029411764705882353
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	cPP0-31567293-9ae3-43c6-943a-00ca35476950	----------000000001233333333333444445555566677778888899999999aaaaaabbcccccdeeePPPP	yes	162	162	0.056338028169014086	0.033707865168539325
rdeV-2a4b71ef-7802-4d35-a007-fd5f9711165a	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------0000000111122333333444455555677777788888899999aaaaaabbbccddddeeeefffPPrV	none	162	162	0.13636363636363635	0.014492753623188406
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	cb632c5c-0835-408a-9b86-0adea6f4183d	---------00000001233333333444455556667788888888899999aaaaaabbbbcccccdddeeefPP	none	162	162	0.02857142857142857	0
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	cPP0-04e98d18-21ed-4610-a9cd-a3572351e2fc	----------0000000111122233333334444555567778888888999999aaaaabbcccccddddeeeeefPPPP	none	162	162	0.06896551724137931	0.04
1d9745e7-e508-4fff-9de1-0d3774e87894	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	---------0000001133333344444455557777777888888889999999aaabbccddddeeeeeefffPP	none	162	162	0.016129032258064516	0.03508771929824561
nZno-42913756-8d30-45ef-9194-53b0b535a914	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------00000011123333333334444445555555677788888899999999aaaabbbbccddeeefnnoPPZ	none	162	162	0.13432835820895522	0.024390243902439025
yOhj-a2b430ac-7032-40f3-9c65-7f4d20ac26be	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------00000000222233333333444445556677778888899999aaaaaabbbbcccccddeeeffhjOPPy	none	162	162	0	0.03125
nZno-b6ff4c1b-4748-4a58-8a44-25782e6248ac	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------0000122233333444444444555566777788888888889999aaaaaabbbbccccdeeeffnnoPPZ	none	162	162	0.030303030303030304	0.06666666666666667
i0Ii-f86d67dc-409e-4e78-8dd5-b0572755e09f	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------0000000023333344445555556677777788888888999999aaabbbcccdddddeeeeeffiiIPP	none	162	162	0.06976744186046512	0.07058823529411765
XXn4-8951c13e-3fa8-4b6e-95ce-08051bf1bf0f	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------00000001111333333344445555567788888888999999aaaabbbbbccccdeeeeeffffnPPXX	none	162	162	0.02702702702702703	0.058823529411764705
2F9O-e43cec23-24ba-4738-b624-91e611ac3fae	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------000011122223333333334444445566777888888999999aaaaaabbbbcccccdeeeeeefFOPP	none	162	162	0.075	0.05737704918032787
9zKC-dd8e324c-947f-4846-bbb3-b919877f3cad	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------00001233333333444444556777778888888899999999aaaabbbbbbccccCddddeeeffKPPz	none	162	162	0	0.07377049180327869
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	h4Ru-11b67497-7bed-4f2a-b863-cdaa2df098a5	----------0000011223333334444455566777778888888999999aaaaaaabbbbbcccddddeeeffhPPRu	none	162	162	0.17647058823529413	0.10638297872340426
h4Ru-423d4e10-3163-44dc-abd5-07058dc5e9ad	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------000000011233333333444444455555677788888899999aaaaabbbccccddddddeeeehPPRu	none	162	162	0	0.02247191011235955
cPP0-6697997d-4eb0-49f6-b090-3606925f6985	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------000000000233333344445555666666777788888899999999999aaabbbbcccddeeeffPPPP	none	162	162	0	0.029411764705882353
cPP0-10371a51-437c-4c72-a6a9-5acb1190c962	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------000000011111223333333444455556677777888889999999aaaaaaabbbcccccccdeePPPP	none	162	162	0	0.014084507042253521
DnZh-1cc7bbe4-cda9-444e-b3c6-b3649e347ff5	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------00001333333334444444455566777788888999999aaaabbbbbbccccccddDeeeeeffhnPPZ	none	162	162	0.058823529411764705	0.03225806451612903
dd8f850b-15e0-49d4-ad0e-ca695930f393	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	---------00000000133333333444455555677888888899999999aaaaabbbcccdddddeeeeffPP	none	162	162	0.047619047619047616	0.06060606060606061
rdeV-7cdb0bf1-90f8-4c9c-93ea-0b696ae610e3	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------000000001133333334445566677788888899999999aaaaabbbbbcccccdddeeeeeeffPPrV	none	162	162	0.04054054054054054	0.06140350877192982
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	2F9O-71ff8bde-f531-4a9d-9c20-b63b746b8a0b	----------00000011223333333444455566777788888889999999aaaaabbbbbbbcccdddeeefffFOPP	none	162	162	0.0625	0
27a9326f-97f5-4286-8b14-af8e583924a6	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	---------000012222333333344444555566677778888888889999999aaaaaabbbccdeeefffPP	none	162	162	0.08620689655172414	0.015384615384615385
nZno-9f2f1444-75a2-4e2c-93db-9fe239fb4268	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------000012222233333334444444555677788888899999999aaaabbbbcccddeeeeffffnnoPPZ	none	162	162	0.07894736842105263	0.0196078431372549
nZno-bcb89c3d-b388-4adf-ad56-562981c36d57	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------0000123333333344455555666777888888888999999aaaaabbbbbcccccdddddeefnnoPPZ	none	162	162	0.07142857142857142	0.025
XXn4-6490415b-3380-4eea-bda8-57af831f862e	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------0000001123333333344444455556677788888888899999aaaaaabbbbccddeeeeeffnPPXX	none	162	162	0.041666666666666664	0.040983606557377046
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	nZno-07030aec-a77e-4167-a318-c77a18059ca5	----------0000000011133333334445555677777777888888899999aaaaaaaabbcccccdeeeennoPPZ	none	162	162	0.07228915662650602	0.05555555555555555
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	cPP0-ab10972f-93e0-4ff5-b03d-5a7828a51419	----------00000000111223333333444455555777788888889999999aaaaaabbbbcccddeeefffPPPP	yes	162	162	0.12903225806451613	0.018518518518518517
veCt-deffb51a-fff9-4b16-be6f-abdba69a860b	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------000001133333444555666677888888999999aaaaaaabbbbbbbbccCdddeeeeeffffffPPtv	none	162	162	0	0
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	f850fb21-a10f-4f4e-85b3-879440787952	---------000000011223333334444445555577777888888888999999aaaabbbbccdeeeffffPP	none	162	162	0.04081632653061224	0.05454545454545454
nZno-5b07c6f8-757a-490d-9e3c-86ea44ca38de	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------0000003333333444445555667777788888888999999aaaaaabbbcccccdddeeeeefnnoPPZ	none	162	162	0.037037037037037035	0.04938271604938271
nZno-0009434b-7350-41fc-82fa-39ee492e40fd	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------0000000001223333333344444445557778888889999999aaaabbbcccddeeeeefffnnoPPZ	none	162	162	0.07142857142857142	0.022222222222222223
rdeV-3514c6cc-282b-4836-af61-eb88ee21c8fd	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------0000111222333333344445556667788888888889999aaaabbbbccccccdddeeeeeeffPPrV	none	162	162	0.022222222222222223	0.06976744186046512
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	CfVZ-deb7c19a-00cc-4a0f-afca-b8e29b2dd4c2	----------0000000122233333444455777888888999999aaaaaaabbbbbcccccccCddddeeeefffPPVZ	none	162	162	0.021739130434782608	0.0375
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	CfVZ-b8b4788f-39fe-43bb-a02f-9ce05c8248ca	----------000000223333333444445557778888888888999999aaaaabbbbbbcccccCdeeeeffffPPVZ	none	162	162	0.03225806451612903	0.02127659574468085
nZno-bbfdab03-5ade-4d23-b4b0-925e08213017	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------0000000011222333333334444555577788888899999aaaaabbbbbbbccddddeeeefnnoPPZ	none	162	162	0.021739130434782608	0
cPP0-e7a61fe3-ea87-4f76-b992-bbfbde75393c	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------000001233333333444555667777778888889999999aaaaabbbbbbccccddeeeeeefffPPPP	none	162	162	0.11267605633802817	0.06593406593406594
DnZh-3ab8753b-9434-4fc1-b606-fc320ba4ea76	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------00000012333333333444444555666777788888899999aaaaaabbbbbbccccdDeeeffhnPPZ	none	162	162	0.11764705882352941	0.037383177570093455
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	veCt-c5286640-aa74-4da6-a4d9-c474b1d7d847	----------000001233333444444444555666777777888888899999aaaaaaabbbccccCdddddeeePPtv	none	162	162	0.057692307692307696	0.12195121951219512
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	rdeV-bfa1e398-4195-40f4-905e-107589f70cd5	----------00000000111333333444445555557777888888899999999aaaabbbcccdddeeeeefffPPrV	none	162	162	0	0.02564102564102564
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	49e3b679-3824-4a4f-ab49-a9c2a7ab0400	---------000000022333333344444444556777788888899999999aaaaaaaabbbbbcccdeeefPP	none	162	162	0.07272727272727272	0
veCt-734f574a-f488-4dbe-8d68-00f432bff7d4	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------00000023333333444444445556777778888888889999aaaabbbbccCddddeeeefffffPPtv	none	162	162	0.08163265306122448	0.08108108108108109
phxG-e2baabbb-97dd-4848-a65b-64b93a9634db	cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	----------00002333333344444455566677788888889999999aaaaaaabbbbbbbbbccddddeeeGhpPPx	none	162	162	0	0.044642857142857144
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	CfVZ-56235465-cb7b-4f76-b9d8-18a93e63c331	----------00001123333333333444455555666677778888888999999aaaabbbbbccccCddeeeffPPVZ	none	162	162	0.03508771929824561	0.045454545454545456
cPP0-ba839e78-8e30-4953-b479-9ad835a03c80	cPP0-b7b75524-3622-48e3-9c06-8ef1a05589f7	----------0000000122233333334444555555667777788888888999999aaaabbbbccccdeeeeffPPPP	none	162	162	0.08450704225352113	0.030927835051546393
