a2701_numeric_max	a2702_numeric_max	strain_sharing_rate
4	4	22.807017543859647
4	4	47.61904761904761
4	4	16.037735849056602
3	4	13.978494623655912
3	1	8
4	4	4.545454545454546
4	4	7.894736842105263
4	1	12.987012987012985
4	4	9.89010989010989
4	4	16.666666666666664
4	4	16.129032258064516
4	4	11.11111111111111
4	4	9.333333333333334
3	3	15.789473684210526
4	4	14.583333333333334
4	3	4
4	4	10
4	4	22.22222222222222
3	1	6.140350877192982
4	4	5.47945205479452
3	2	5.88235294117647
3	3	17.647058823529413
4	4	12.5
4	4	19.444444444444446
4	2	5.88235294117647
4	4	16.49484536082474
4	2	13.541666666666666
4	4	20.689655172413794
3	1	10
4	4	13.131313131313133
4	4	16.9811320754717
4	4	4.25531914893617
3	4	0
4	4	19.642857142857142
3	1	10.714285714285714
4	1	6.329113924050633
4	4	28.431372549019606
4	4	2.7777777777777777
4	4	6.25
4	4	6.896551724137931
4	4	47.27272727272727
3	1	1.8181818181818181
