T2	T1	relationship	maha_dist	village_code_ego	ego
0.15555555555555556	0.03409090909090909	none	30.139102465323703	162	yOhj-a2b430ac-7032-40f3-9c65-7f4d20ac26be
0.1	0.1282051282051282	none	11.668036003451604	21	i0Ii-7c56cece-e358-4e03-8615-643eb982ae71
0.03636363636363636	0.1232876712328767	none	12.694571465090043	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0	0.1518987341772152	none	13.74976378199585	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0.14285714285714285	0.0684931506849315	none	21.453155729636165	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.01904761904761905	0.09523809523809523	none	19.16629871579726	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.09090909090909091	0.05714285714285714	none	25.325519941782133	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.09375	0.03278688524590164	none	22.269408473468765	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0.08641975308641975	0.07913669064748201	none	16.253930438659925	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0	0.07142857142857142	none	12.318326265030722	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0.08602150537634409	0.2073170731707317	none	22.574134925884277	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0	0.038461538461538464	none	25.267168973316757	21	i0Ii-7c56cece-e358-4e03-8615-643eb982ae71
0.08333333333333333	0.1044776119402985	none	26.950391193524446	21	blkH-a8f77388-0d52-4d98-a48a-8b59efbc914c
0	0.0759493670886076	none	20.11878224847453	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0	0.04081632653061224	none	35.37380812557772	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0	0.11764705882352941	none	14.364346538205103	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0.05825242718446602	0.11538461538461539	none	25.790886275742	21	i0Ii-7c56cece-e358-4e03-8615-643eb982ae71
0.01818181818181818	0.1643835616438356	yes	26.44799081003682	21	wkCO-e8acbc1e-520a-4688-99d1-c3bdee3e047e
0.1527777777777778	0.1	none	18.25640724136599	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0.05660377358490566	0.10891089108910891	none	39.662556381558204	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.04918032786885246	0.08064516129032258	none	16.67561428478554	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0	0.1111111111111111	none	2.9875693537334347	21	wkCO-e8acbc1e-520a-4688-99d1-c3bdee3e047e
0	0.10204081632653061	none	23.00628368629969	21	i0Ii-7c56cece-e358-4e03-8615-643eb982ae71
0.057692307692307696	0.17289719626168223	none	13.88783713007075	21	sVXR-78f69893-f488-4a86-8894-0d684b883f90
0.027777777777777776	0.17525773195876287	none	12.736625620851246	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0.037037037037037035	0.1349206349206349	none	32.12497073564083	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.03125	0.13131313131313133	none	6.132305615239391	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0	0.17204301075268819	none	15.158090875392064	21	blkH-a8f77388-0d52-4d98-a48a-8b59efbc914c
0.058823529411764705	0.12849162011173185	none	16.959995476930416	21	wkCO-e8acbc1e-520a-4688-99d1-c3bdee3e047e
0.10434782608695652	0.10126582278481013	none	14.184790292532877	21	yHOX-eaf801c1-5281-48b7-9bc4-c1582cd9b5f9
0.23529411764705882	0.1	none	37.45976901413522	162	XXn4-6490415b-3380-4eea-bda8-57af831f862e
0.13924050632911392	0.01818181818181818	none	28.590763541908583	162	XXn4-6490415b-3380-4eea-bda8-57af831f862e
0.1896551724137931	0.04032258064516129	none	61.09304441349559	162	XXn4-6490415b-3380-4eea-bda8-57af831f862e
0.18072289156626506	0.08108108108108109	none	22.763640641069	162	XXn4-6490415b-3380-4eea-bda8-57af831f862e
0.07692307692307693	0.11494252873563218	none	23.83931952641075	162	XXn4-6490415b-3380-4eea-bda8-57af831f862e
0.09523809523809523	0.2074074074074074	none	21.798265655673706	162	XXn4-6490415b-3380-4eea-bda8-57af831f862e
0.2	0.0759493670886076	none	32.76826774118926	162	XXn4-6490415b-3380-4eea-bda8-57af831f862e
0.0625	0.11267605633802817	none	8.852985233178485	21	i0Ii-7c56cece-e358-4e03-8615-643eb982ae71
0.04918032786885246	0.11607142857142858	none	5.469213723086108	21	phxG-f8c2a8e6-ae30-4bad-aeb7-ed65c00490ea
0.125	0.07792207792207792	none	17.826093576538117	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0.09278350515463918	0.036585365853658534	none	21.888280618167126	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.075	0.043010752688172046	none	16.366115528464572	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0	0.06862745098039216	none	17.17293188339261	21	phxG-f8c2a8e6-ae30-4bad-aeb7-ed65c00490ea
0.2111111111111111	0.09482758620689655	none	19.52022547568247	21	wkCO-e8acbc1e-520a-4688-99d1-c3bdee3e047e
0.03333333333333333	0.1056338028169014	none	14.70133602170706	21	phxG-f8c2a8e6-ae30-4bad-aeb7-ed65c00490ea
0.08108108108108109	0.04040404040404041	none	44.32359915927388	162	dd8f850b-15e0-49d4-ad0e-ca695930f393
0.034482758620689655	0.08108108108108109	none	37.92048629256904	162	dd8f850b-15e0-49d4-ad0e-ca695930f393
0.04081632653061224	0.07476635514018691	none	67.6722100492135	162	dd8f850b-15e0-49d4-ad0e-ca695930f393
0	0.022727272727272728	none	66.28094135369147	162	dd8f850b-15e0-49d4-ad0e-ca695930f393
0	0.0449438202247191	none	65.2366089164581	162	dd8f850b-15e0-49d4-ad0e-ca695930f393
0	0.04807692307692308	none	73.43124198355784	162	yOhj-a2b430ac-7032-40f3-9c65-7f4d20ac26be
0	0.04597701149425287	none	45.721181293169835	162	dd8f850b-15e0-49d4-ad0e-ca695930f393
0.021739130434782608	0.09174311926605505	none	56.832076989602236	162	XXn4-6490415b-3380-4eea-bda8-57af831f862e
0.11458333333333333	0.11702127659574468	none	26.837981275461857	21	yHOX-eaf801c1-5281-48b7-9bc4-c1582cd9b5f9
0.10714285714285714	0.054945054945054944	yes	25.994041343585604	21	wkCO-676db4d2-fedd-4b46-a64c-b7cfd23d9c16
0.08235294117647059	0.1388888888888889	none	32.01508169295706	21	i0Ii-7c56cece-e358-4e03-8615-643eb982ae71
0	0.10084033613445378	none	35.13097563572171	21	wkCO-676db4d2-fedd-4b46-a64c-b7cfd23d9c16
0.14285714285714285	0.05194805194805195	none	41.677426461847695	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0.0851063829787234	0.012195121951219513	none	31.1279017085353	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.057692307692307696	0.05825242718446602	none	30.1918812828459	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0	0.08333333333333333	none	29.775387298573065	21	wkCO-676db4d2-fedd-4b46-a64c-b7cfd23d9c16
0.11458333333333333	0.06086956521739131	none	34.35535043522019	21	wkCO-676db4d2-fedd-4b46-a64c-b7cfd23d9c16
0.05	0.13636363636363635	none	31.901260381445162	21	wkCO-676db4d2-fedd-4b46-a64c-b7cfd23d9c16
0.15476190476190477	0.0673076923076923	none	24.91996376493391	21	wkCO-676db4d2-fedd-4b46-a64c-b7cfd23d9c16
0.04054054054054054	0.15714285714285714	none	22.6376637048	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.07142857142857142	0.06896551724137931	none	20.958749240397395	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.09090909090909091	0.05714285714285714	none	23.07134827102363	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.07526881720430108	0.05714285714285714	none	20.985458397107692	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.06	0.08450704225352113	none	20.9448325632224	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0	0.06593406593406594	none	14.854879390483095	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.09210526315789473	0.03225806451612903	none	13.414197832062476	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.03389830508474576	0.1391304347826087	none	23.339543048584936	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.12244897959183673	0.07865168539325842	none	14.017028617121225	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.10526315789473684	0.09473684210526316	none	20.93704011421337	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.10126582278481013	0.13793103448275862	none	28.945864497413595	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.039473684210526314	0.08450704225352113	none	42.168349345712045	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.06153846153846154	0.05263157894736842	none	39.36215324948618	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.056451612903225805	0.03571428571428571	none	51.670831151206116	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.03225806451612903	0.05263157894736842	none	49.07719386449143	21	5a70b421-40b5-4061-8978-0aae27c905bd
0	0.0945945945945946	none	40.503038693322196	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.033707865168539325	0.027777777777777776	none	41.757748706555226	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.07547169811320754	0.13186813186813187	none	43.757306995664585	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.0410958904109589	0.05555555555555555	none	36.51778345089576	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.09195402298850575	0.1038961038961039	yes	61.45839392492849	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.10227272727272728	0.8829787234042553	none	46.15119010585927	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.07407407407407407	0.021739130434782608	none	31.72298031966175	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.022222222222222223	0.07692307692307693	none	36.90335165158565	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.08620689655172414	0.047619047619047616	none	32.353091639708936	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.10843373493975904	0.0410958904109589	none	35.05971742229651	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.03125	0.06557377049180328	none	42.79442739325775	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.18181818181818182	0.045871559633027525	none	34.97152615144071	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.08064516129032258	0.06930693069306931	none	26.046475498473797	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.0975609756097561	0.13125	none	42.04584204908289	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.16216216216216217	0.06172839506172839	none	37.62429178680347	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.1206896551724138	0.05555555555555555	none	40.44748555350273	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.07692307692307693	0.09523809523809523	none	24.956251841505953	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.0875	0.11538461538461539	yes	57.00540524754767	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.03896103896103896	0.1267605633802817	none	44.25828698766381	21	20128661-e539-454a-b64e-ba2ced2636c8
0.014084507042253521	0.16470588235294117	none	32.04684135131181	21	20128661-e539-454a-b64e-ba2ced2636c8
0.0425531914893617	0.11594202898550725	none	29.666157086844198	21	20128661-e539-454a-b64e-ba2ced2636c8
0.05319148936170213	0.10606060606060606	none	30.184883945816527	21	20128661-e539-454a-b64e-ba2ced2636c8
0.12698412698412698	0.10344827586206896	none	20.990853326043933	21	20128661-e539-454a-b64e-ba2ced2636c8
0.06666666666666667	0.1125	none	28.579444185589907	21	20128661-e539-454a-b64e-ba2ced2636c8
0	0.13953488372093023	none	28.722375591705024	21	20128661-e539-454a-b64e-ba2ced2636c8
0.058823529411764705	0.1326530612244898	none	18.65759409986744	21	20128661-e539-454a-b64e-ba2ced2636c8
0.04918032786885246	0.21052631578947367	yes	32.67168242751636	21	20128661-e539-454a-b64e-ba2ced2636c8
0.01282051282051282	0.11764705882352941	none	34.67058279689064	21	20128661-e539-454a-b64e-ba2ced2636c8
0.06666666666666667	0.07575757575757576	none	19.25180104586658	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.05434782608695652	0.09090909090909091	none	60.277411744349855	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.028169014084507043	0.16666666666666666	none	41.69775520630739	21	20128661-e539-454a-b64e-ba2ced2636c8
0.14084507042253522	0.056338028169014086	none	32.10530798244362	21	i0Ii-7c56cece-e358-4e03-8615-643eb982ae71
0.03125	0.0963855421686747	none	31.608522031506297	21	sVXR-78f69893-f488-4a86-8894-0d684b883f90
0.037037037037037035	0.03896103896103896	none	22.87914720475292	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0.08080808080808081	0.04411764705882353	none	35.088607331695144	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.10204081632653061	0.03508771929824561	none	22.569142041379738	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0	0.06976744186046512	none	15.823603387733376	21	blkH-a8f77388-0d52-4d98-a48a-8b59efbc914c
0.07575757575757576	0.0641025641025641	none	11.202177845405059	21	wkCO-e8acbc1e-520a-4688-99d1-c3bdee3e047e
0.06382978723404255	0.09900990099009901	none	25.938903978667323	21	phxG-51e0a02a-0b9a-4272-a60d-cdcb5bbbef39
0.09090909090909091	0.06493506493506493	none	25.75378808939761	21	phxG-f8c2a8e6-ae30-4bad-aeb7-ed65c00490ea
0.06060606060606061	0.09876543209876543	yes	40.522724097304874	21	wkCO-676db4d2-fedd-4b46-a64c-b7cfd23d9c16
0.08108108108108109	0.056338028169014086	none	20.173015282253676	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.06521739130434782	0.04918032786885246	none	45.066591680858615	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.07352941176470588	0.04	none	30.238940006506244	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.04	0.2028985507246377	none	28.14633097521342	21	20128661-e539-454a-b64e-ba2ced2636c8
0.05063291139240506	0.05084745762711865	none	51.441573930404445	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.05555555555555555	0.07913669064748201	none	48.9812253502927	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.03508771929824561	0.2413793103448276	yes	36.669618204217656	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.0625	0.08888888888888889	none	42.252568820513794	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.08450704225352113	0.07258064516129033	none	31.671221728916564	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0	0.09821428571428571	none	44.73086701236091	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.029850746268656716	0.11403508771929824	none	40.97058397262792	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.018518518518518517	0.16463414634146342	none	38.32386640022623	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.015625	0.06521739130434782	none	50.63636778894382	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.039473684210526314	0.0898876404494382	none	57.45827235361478	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.06493506493506493	0.0958904109589041	none	36.951593433696786	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.07526881720430108	0.0847457627118644	none	36.5608014441033	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.07462686567164178	0.030303030303030304	none	45.370453251800186	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.26732673267326734	0.125	none	36.0869158957508	21	20128661-e539-454a-b64e-ba2ced2636c8
0.0375	0.07575757575757576	none	42.53503821846813	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.2682926829268293	0.04285714285714286	none	26.74588088625189	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.05970149253731343	0.10309278350515463	none	33.785488602605746	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.06451612903225806	0.06349206349206349	none	26.30842724396836	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.14018691588785046	0.07894736842105263	none	27.01511263689067	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0	0.036585365853658534	none	16.075413008068175	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0	0.06315789473684211	none	6.012160402237943	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.04	0.09574468085106383	none	12.942476697403652	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0	0.08695652173913043	none	25.823414192436665	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.14754098360655737	0.045454545454545456	none	23.355039776490027	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.11392405063291139	0.08	yes	32.80893466875199	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.14457831325301204	0.057971014492753624	none	22.893622930649073	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.046511627906976744	0.05	none	45.88523896502409	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.029850746268656716	0.06329113924050633	none	41.148850750249565	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.057971014492753624	0.06756756756756757	none	38.492329584534964	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.10666666666666667	0.029411764705882353	none	23.10563871869921	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.06578947368421052	0.04597701149425287	none	48.04719693401644	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0	0.046875	none	33.75820062420395	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0	0.10191082802547771	none	36.40794918554299	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.06896551724137931	0.08955223880597014	none	25.752937345386115	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.07894736842105263	0.17777777777777778	yes	47.29375407840401	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.11764705882352941	0.07874015748031496	none	29.342669331423046	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0	0.05555555555555555	none	20.168551828159103	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.06666666666666667	0.10218978102189781	none	16.25483954664263	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0	0.16230366492146597	none	27.07012098727076	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.06666666666666667	0.04504504504504504	none	31.54602815564354	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.0625	0.0784313725490196	none	41.35139018687256	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.06976744186046512	0.038461538461538464	none	33.358764328019916	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.029411764705882353	0.031746031746031744	none	51.70537094852472	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.09375	0.03571428571428571	none	21.984102302566747	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0	0.1232876712328767	none	41.10477732919529	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.08108108108108109	0.08333333333333333	none	13.617922530990905	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0	0.08870967741935484	none	50.398063123822865	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.06451612903225806	0.10112359550561797	none	29.897213142514452	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.05660377358490566	0.07894736842105263	none	27.929350033516563	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.0392156862745098	0.12264150943396226	none	25.24617698633594	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.037037037037037035	0.04938271604938271	none	21.1640446034044	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.11392405063291139	0.012987012987012988	none	23.172626203144848	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.045454545454545456	0.07894736842105263	none	18.970126640417536	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0	0.08571428571428572	none	31.51149833608779	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0	0.1553398058252427	none	32.15615703935875	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.041666666666666664	0.12686567164179105	none	16.07731025229319	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.06451612903225806	0.16494845360824742	none	26.813037149610068	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.05555555555555555	0.10204081632653061	none	28.29687031661912	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.06756756756756757	0.047619047619047616	none	23.660473928202997	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.05263157894736842	0.056338028169014086	none	53.94366785351894	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.07692307692307693	0.109375	none	30.82490813654664	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.045454545454545456	0.18072289156626506	none	30.88710819350535	21	20128661-e539-454a-b64e-ba2ced2636c8
0.0684931506849315	0.08433734939759036	none	33.360936792646356	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.08571428571428572	0.09090909090909091	none	36.39481928789335	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.13114754098360656	0.047619047619047616	none	37.7195017380395	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0.07894736842105263	0.0784313725490196	none	31.94032748033362	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.09558823529411764	0.1038961038961039	none	25.783809395987806	21	i0Ii-7c56cece-e358-4e03-8615-643eb982ae71
0.0547945205479452	0.1651376146788991	none	32.74295147068774	21	7e1415cb-3c58-4947-9a4b-2494e5770b0b
0.15584415584415584	0.09859154929577464	none	18.62417353270928	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0.06569343065693431	0.07058823529411765	none	39.05826743533179	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0.05555555555555555	0.06818181818181818	none	11.980205948278085	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0	0.1388888888888889	none	16.7825864896997	21	blkH-a8f77388-0d52-4d98-a48a-8b59efbc914c
0.17424242424242425	0.10714285714285714	none	19.001908408598375	21	wkCO-e8acbc1e-520a-4688-99d1-c3bdee3e047e
0.02127659574468085	0.11194029850746269	none	19.095316405723516	21	7e1415cb-3c58-4947-9a4b-2494e5770b0b
0.17142857142857143	0.12631578947368421	none	23.04517020105174	21	phxG-f8c2a8e6-ae30-4bad-aeb7-ed65c00490ea
0.13131313131313133	0.08247422680412371	none	32.34490029219412	21	wkCO-676db4d2-fedd-4b46-a64c-b7cfd23d9c16
0.10112359550561797	0.08433734939759036	none	19.591986907383586	21	SLxS-09a7f27c-4334-47c1-9366-056f58e98c2d
0.05102040816326531	0.07575757575757576	none	49.36774644765563	21	5a70b421-40b5-4061-8978-0aae27c905bd
0.08571428571428572	0.06756756756756757	none	53.61478989029851	21	Ykuq-a6bb1fe1-c5de-4988-9b11-6261cf12bb85
0.04597701149425287	0.13414634146341464	none	28.65652245066277	21	20128661-e539-454a-b64e-ba2ced2636c8
0.06172839506172839	0.09090909090909091	none	24.9066005304164	21	7e1415cb-3c58-4947-9a4b-2494e5770b0b
0.05434782608695652	0.08602150537634409	none	41.36755726674867	21	yHOX-c9538ea3-5786-4620-9645-66cfcfec183a
0.09183673469387756	0.15730337078651685	yes	21.5407208007791	21	nZno-6fc1d384-bdd0-424e-8812-142d8e9be6cc
0	0.1111111111111111	none	39.20749268995776	21	blkH-8f1788ca-3825-4a38-8f0f-5bd00d9e99e3
0.045454545454545456	0.1346153846153846	none	31.29656079561596	21	phxG-01c27cee-4543-4565-99a1-7d7ef7b9aa80
0.12280701754385964	0.06818181818181818	none	29.587653104179395	21	i0Ii-7c56cece-e358-4e03-8615-643eb982ae71
0.029411764705882353	0.14655172413793102	none	39.14299837483975	21	CfVZ-425e45e1-582a-4c74-87e3-4e5503f5d723
0.225	0.13580246913580246	none	28.889423432928126	21	yHOX-eda15d86-b1e3-4036-9bce-93b5a64f42c0
0.1038961038961039	0.08888888888888889	none	16.11323542298713	21	SLxS-1d730d0b-db14-4df7-a417-2c7c4778290e
0	0.09210526315789473	yes	26.484872567637577	21	SLxS-faf134a5-2542-4256-8a92-c4c12739e4d7
0.08333333333333333	0.07079646017699115	none	22.83187198639571	21	CfVZ-425e45e1-582a-4c74-87e3-4e5503f5d723
0.1686746987951807	0.037383177570093455	none	25.443645675931542	21	wkCO-e8acbc1e-520a-4688-99d1-c3bdee3e047e
